영화제목,아이디,평점,댓글
피닉스,rlag****,7,조니와 넬리가 보여주는 사랑과 배신을 통해 나치 이후 독일 사람들이 느낄 감정과 그들을 바라보는 피해자들의 감정까지도 간접적으로 느끼게 해줍니다. 그리고 그 모든 감정을 토해내듯 노래하고 돌아서는 넬리의 모습은 비로소 아픔을 극복한 것처럼 당당하네요. 니나 호스의 연기가 돋보이고 마지막 장면의 연출은 기가 막힙니다.
랑종,nogo****,10,나혼자 볼 순 없다. 가즈아
진실 게임,good****,8,
보스 베이비 2,ceda****,10,즐겁게 볼 수 있는 영화였네용ㅎ0ㅎ
랑종,rlag****,10,너무잼있습니다 스토리가 너무좋습니다
랑종,rudq****,10,와 이걸 왜 재미없다 하는지모르겠다 ㄱㅇㅈㅈ
보스 베이비 2,utgk****,10,가족간의 사랑이 중요한 것임을 새삼스레 느끼게 해주는 휴먼 애니메이션:)
보스 베이비 2,uvah****,10,애니메이션은 취향 아닌데 이건 재밌네ㅋㅋㅋ
보스 베이비 2,hjro****,10,정말 재미있게 잘 보았어요~
랑종,hyeo****,8,나쁘게 않게 본건 같다.
랑종,king****,7,스토리가 좀 디테일이 부족하다고 느꼈어요 떡밥 깔아놓은거 제대로 회수도 안된것 같고..걍 자극적인거 다 버무려놓은 느낌그리고 화면이 너무 흔들려서 진짜 계속 속이 안좋았습니다
괴기맨숀,meta****,8,이런류 영화의 앤딩이야 뻔하게 예상할 수 있지만..긴장감과 몰입감이 훌륭하다.
블랙 위도우,dono****,10,
보스 베이비 2,xx1w****,10,보스베이비 덕분에 아이들과 좋은 시간 보내고 왔어요~
블랙 위도우,shje****,10,스칼렛 요한슨을 향한 헌사... 영화 자체만 놓고 봐도 흠잡을 데 없다
시체들의 새벽: 컨테이젼,rey0****,1,이전에도 없었고 이후에도 없을 역대급 발암여주ㅋㅋ
모모와 다락방의 수상한 요괴들,litt****,4,생각보다 너무 별로 억지스럽고 요괴도  그냥 도둑놈
블랙 위도우,parf****,10,So very good
발신제한,007s****,10,나만 당할수 없지... ㅋㅋ 오랜만에 중간이 꺼버린 영화... ㅋㅋ
랑종,lhss****,10,저는 재미있게 잘 봤습니다스토리가 있고의미를 생각하며 보는 재미가 있었어요억지로 놀래키는 느낌이 아닌정말 공포영화스러웠습니다끝이 조금 허술했지만재미있게 봤습니다
보스 베이비 2,slsy****,10,푹 빠져 봤어요. 너무 좋습니다^^
무간도,jm95****,10,희대의 명작이다 ♡♡♡♡
보스 베이비 2,zycq****,10,기대했던 영화라서 재미있게 잘 봤어요!
아미 오브 더 데드,choo****,1,이건 뭐 보라고 만든거맞냐??ㅋㅋㅋ
아이스 로드,pret****,10,"최근(7월25일 기준) 이스케이프 룸2 보고 아이스로드 TV서 비디오 감상 선전 보고, 꼭 보고팠는데, 남편도, 나도 우리 가족은 너무 재미나게 잘~~봤어요.실제로 '아이스 로드'가 있는지 궁금해졌네요. 이스케이프 룸2는 좀 말이 안되는 허구성이 있는데,역시 니암 리슨의 액션변신 연기임에도 연기를 넘 잘했고, 영화 보는 내내 긴장과 긴박함이 흐르며 아이스 로드의 영화 배경또한 더운 여름에 시원함과 함께 통쾌한 영화네요. 거기다 자잘한 감동까지..스토리 구성도 이스케이프 룸2. 보다 훨씬 좋았어요. 다만 코로나라 좀 몸사리며 봐야한다는...배경때문에 큰 화연으로 관람하고싶어 봤는데 영화순위가 낮은 이유를 모를정도네요. 저는 블랙 위도우보다 더 잼났어요~^^"
7월 32일,hwoo****,2,영화가 사람기분을 더럽게 할 수 있구나를 깨닫해준 영화    괜히봤을정도로 기분나쁜영화
발신제한,cute****,8,평이 호불호가 조금 있어서 크게 기대를 하지 않고 봤어요시작부터 눈을 떼지 못하고 집중하게 만드는 점이 가장 마음에 들었어요. 지루한 영화 싫어하거든요 급박하게 진행되다가 중간에 잠깐 한 템포 쉬며 숨 돌릴 틈 좀 주다가 또 다시 몰아치는....저는 엄청 재미있게 봤습니다. 조우진님과 아역 모두 연기 너무 잘하네요. 중간중간 울었어요 ㅠㅠ조목조목 따지고 들면 스토리가 좀 허술한 부분? 저기서는 저렇게 하면 되지 않나? 등 헛점이 조금 있기는 하지만 시간 가는 줄 모르고 봤으면 된거겠죠? 저는 추천합니다.
보스 베이비 2,xy4q****,10,아이와 봤는데 한번 더 보고 싶다고 해서 자막으로 또 봤어요^^
남매의 여름밤,ekfh****,8,영화가 쓸쓸하다고 느끼는 것은 우리의 삶과 닮아있어서가 아닐까라고 생각하게 된 영화였다
킬 빌 - 2부,dr_m****,9,"마지막 자막 aka mommy 이 한 단어가 킬빌 1, 2의 모든걸 설명해준다"
보스 베이비 2,f245****,10,시원한 영화관에서 유쾌한 애니 보니까 넘넘 좋더라구요
아이스 로드,sja0****,10,믿고보는 배우죠더운날씨에 시원한 설원이배경이라좋았어요.편안하게 보심될것같아요
모술,nico****,9,매우 잘 만든 영화  카와 잘생김
크루엘라,jgh0****,1,최악 평점이 왜 높은지 모르겠음
은혼 더 파이널,leeh****,10,
미드나이트,kso1****,10,이걸 영화라고 ㅋㅋㅋㅋ진짜 개그지같다 굳굳굳 ㅣOOOㄹ것
내가 죽기를 바라는 자들,rani****,3,테일러 쉐리던 영화중 최악의 작품인듯 안젤리나 졸리는 좋았는데 니콜라스홀트는 전혀 매력이 없네 아까울정도 그냥 악당1 수준 스토리도 지루한구석이 많고 답답하게 흘러감 그렇다고 결말이 뭔가 속시원한것도 아니고 답답하게 끝나버림 그냥 영화 자체가 고구마 맥임
보스 베이비 2,fb3s****,10,어른들이나 아이들이나 다 좋아할 애니~~!!
블랙 위도우,kjdp****,10,안보면 후회함 ㄹㅇ 마블은 마블이다
은혼 더 파이널,tjdd****,10,은혼... ㅠ.ㅠ.ㅠ.ㅠ 안끝날거라믿어용
보스 베이비 2,qtgj****,10,상상이상으로 재밌었어요!!
1급기밀,alpa****,10,보라누나 유서니누나 너무 예버
블랙 위도우,brya****,8,다소 익숙한 스토리 전개였지만 007시리즈에서 볼법한 수준있는 액션과 나타샤라는 인물의 이야기를 매력적으로 보게 된 거 같아 참 좋았습니다.
야연,ysue****,9,황제가 김준호 닮아서 몰입어려운점 빼고 다 좋았음
엽기적인 그녀,kill****,10,
보스 베이비 2,n4rh****,10,하 캐릭터 너무 귀엽자나ㅠㅠ
나의 특별한 형제,dahy****,10,이광수 연기 너무 잘한다
랑종,zzzz****,1,OOOO영화 이딴거왜만듬
블랙 위도우,chan****,1,왜남자 8점 여자 9.5점인줄 알겠다. 남자가 볼땐 D쥐게 재미없음. 혜지ㄹㅕㄴ들을 위한 영화 .그 이상이하도 아님
보스 베이비 2,mkdl****,10,진짜 너무 귀여움 졸귀탱
보스 베이비 2,odyb****,10,내용도 알차고 재밌게 봤어요 ~~
아이스 로드,chae****,10,전 잼있던데요ㅜ지루한영화 딱 시러하는데 완전쫄깃하곧박진감넘치고 ㅋㅋㅋㅋ 킬링타임영호ㅏ
목격자,tnql****,2,첨부터 끝까지 발암 덩어리입니다답답해OO요
워리어,pck1****,10,"진정한 사내라면 막판 후반부 토미와 브렌든의 형제애 하이라이트 보면서 눈물,콧물 요거트 짜먹듯이 질질 짜주어야 남자"
보스 베이비 2,uuat****,10,캐릭터 하나 하나 귀엽고 난리ㅠㅠㅠ
아이스 로드,cty1****,8,리암 니슨 열연 잘 봤습니다.
보스 베이비 2,ggse****,10,세상에서 제일 귀여운 애니메이션
보스 베이비 2,dgf1****,10,스토리도 존잼이지만 ㅋㅋ 캐릭터들이 졸귀야ㅋㅋㅋ
보스 베이비 2,kimh****,9,잘 봤어요 아이가 좋아하네요ㅎㅎ
내겐 너무 소중한 너,appl****,10,"정서연 친구의 연기를 처음으로 본게 '악의꽃'이었어요. 그리고 나서 이 영화가 개봉하게 되어 관심을 갖고 예고편을 봤었는데, 스토리가 너무 좋은 주제같고, 진구님과의 케미가 너무 기대가 높았었습니다. 높은 상태로 봤었는데도 정말 재미와 감동을 주는 작품이 아니었나 싶네요! 저의 인생 영화가 되어 또 볼 것 같네요 촬영기법도 잘 연출한 것 같아 집중하기 좋았어요!"
보스 베이비 2,vi1t****,10,애니메이션이라서 지루할줄 알았는데 집중하며 재밌게 잘봤습니다
보스 베이비 2,lxki****,10,굿굿 이런게 바로 힐링무비가 아닐지ㅋㅋㅋ
보스 베이비 2,uifh****,10,보스베이비2 완전 강추합니다~^^
타인의 삶,bran****,10,"프란시스 포드 코폴라 감독의 ""컨버세이션"" 보다 내용과 연출면에서 훨씬 나은 작품으로 생각된다. 마지막 장면이 참으로 담백하면서도 함축적으로 표현해서 더 크게 감동적으로 느껴졌다. 그리고 자신을 희생해서 타인의 자유를 지켜준 주인공의 모습이 참 아름다웠다."
파이프라인,audq****,5,영화 관계자분들 비롯한 배우님들 작품 만드신 열정과 노고를 생각해서 6점 드릴려했으나 알바들이 있는거 같아 5점 드립니다.
지오스톰,hash****,1,"너무 뻔한 스토리,, 잠 쏟아짐"
매디슨 카운티의 다리,abc9****,7,불륜 빼고는 다 괜찮았다. 뭐 클린트 이스트 우드 형님의 얼굴과 근육이면 반할만하지... 암...
보스 베이비 2,un3p****,10,훈훈하고 교훈있는 영화였네용ㅎㅎ
모리타니안,momo****,10,"고문 당하는 장면부터 나도 모르게 눈물이 흘렀다. 조디포스터가 그의 손을 잡아줄 때는 급기야 눈물이 터져버렸고. 왜 그랬을까. 이게 21세기에 일어난 일 이라니. 미국도 별 거 없는, 미개 국가 일 뿐."
크루엘라,shrc****,9,
어린 의뢰인,mari****,7,안타까운 이야기지만 영화적 완성도는 떨어진다!
완벽한 가족,drea****,6,"영화제목 Blackbird를 누가 ""완벽한가족""이란 한국어로 바꾸어 놓았을까요.."
모비딕,dmal****,2,연출바라 개산만하네  배우들이  아깝다
블랙 위도우,thfk****,10,"제가  액션영화는 거의 초짜인데  블랙위도우를 보면서  긴장감,쫄깃,흥미,몰입를 느끼게 된거같아요~스칼렛요한슨 배우언니를 보고 빠져버려서  나오신 마블영화들   정주행하고있습니다.너무나 멋지구  이쁘시구  진작에 보았다면  좋았을걸  제생의 첫  외국배우언니에게 빠졌답니다  ^^"
탐정: 리턴즈,tuff****,2,영화내내 애새끼 징징 우는소리에 질리게만드는 영화.
악마는 프라다를 입는다,grac****,10,찌질한 징징이 남친과 친구들. 아직도 이해가 안간다
더블 타겟,roon****,10,남자라면 뻑가는 영화 . 진짜 ㅈ되게 잼잇음ㄹㅇ
나의 서른에게,yeon****,10,재밌어요 약간 뻔한 내용이긴 하지만 연기자들 연기도 좋고
랑종,su_0****,6,그냥 그저그래요
부탁 하나만 들어줘,soar****,10,반전과 예상을 뛰어넘는 스토리. 결말은 퍙범하지만 구성과 기획이 좋다.
나만 보이니,hitk****,1,그냥 재미없음 감동도 재미도 없음 그냥 돈 아까움 보지마셈 그냥
보스 베이비 2,a1bi****,10,가족과 함께 보면 좋은 애니메이션
앤트로포이드,tlar****,10,
아이스 로드,zldn****,8,리암니슨 영화는 뻔하다면 뻔할수도 있지만 절대 실망시키지는 않음. 영화관 찬바람에 영화속 추운 배경보고 있으면 지금이 여름인게 다 잊혀짐. 재밌었어요!
보스 베이비 2,yujh****,10,깔깔 거리면서 잘봤네요ㅋㅋㅋ 간만에 힐링타임!!
거북이 달린다,mida****,10,
보스 베이비 2,qhwd****,10,1보다 더 깊고 찐한 감동이 ㅠㅠ
보스 베이비 2,swf2****,10,아이들의 상상력을 키워주는 좋은 영화
디 워,qupe****,8,그런대로 볼만하네요.
보스 베이비 2,gfhj****,10,보스베이비2 전체적으로는 재미있네요
지오스톰,m821****,10,와우~~그냥 무조건 최고다~
보스 베이비 2,8ddv****,10,1편 안보구 봐두 귀엽고 재밌어요
랑종,myho****,4,별로 추천 안함 영화 보면서 돈 아깝다는 생각 해본 적 없는데 이번에 처음으로 그런 생각 들었음 기괴하긴 한데 초반에 너무 지루해서 같이 본 애는 졸고 엔딩도 그냥 급하게 마무리 지은 느낌임
보스 베이비 2,pt4u****,10,1편도 잼났는데 이번 편도 웃기고 잘만들었다.ㅋㅋㅋㅋ
여고괴담 여섯번째 이야기 : 모교,jsjs****,1,별점 1도 아까운 쓰레기 영화518과 남혐을 믹스해서 만들면 뭔가 더 있어보일거라고 착각한듯.그냥 남혐영화
지구를 지켜라!,nevi****,10,
보스 베이비 2,mgqn****,10,조카들이 아주 재밌었다고 난리네요ㅋㅋㅋ
빌리 엘리어트,moon****,10,
블랙 위도우,rlay****,4,이게9점ㅋㅋㅋㅋ 마블영화 암만봐도 노잼이라 이제 극장에서안볼거임
이프 온리,audd****,6,남자입장에서보면 너무 슬픔
발신제한,ques****,6,경찰이 멍청한 영화 답답
테넷,uoul****,10,개꿀잼입니다. 꼭보세요.
랑종,bsmm****,1,진짜.. 나홍진 믿고 봤는데 개구리다..
제8일의 밤,ljc2****,4,마지막 대사는 마음을 울리며 깨달음을 준다.
내 이웃의 아내,kris****,10,김진선님 정말 섹시하다. 대한민국 최고의 milf임.
은혼 더 파이널,shne****,9,어릴적부터 좋아했던 애니메이션의 최종장이라 그런지 내내 울면서 봄. 하지만 3기 이후로 바뀐 작화때문에 액션신이나 기본적인 작화부분은 아쉽. 그러니 소라치 완결은 무슨 더 그려라!
워스,gold****,7,"사무에 임하는 자세가 낭만적 진정성으로 고양되는 순간이라, 현대인들이 보며 다소간 멋쩍어지게 되는 동화."
블랙 위도우,yiye****,10,가족애 액션 모두 완벽♡
굿 윌 헌팅,ssic****,10,내 인생 최고의 영화 중 하나
걸캅스,jang****,1,대한민국 영화 산업 붕괴의 증거물
에이트 빌로우,sess****,10,여러번 봐도 감동주는 영화!!
보스 베이비 2,rork****,10,가볍게 보러갔다 감동 받았네요 ㅎㅎ
캡틴 마블,sasa****,10,운동해야겠다는 생각이 들었습니다~! 세상 여자들아 짱짱세지자
은혼 더 파이널,dusw****,10,영화의 처음부터 마지막까지 전부 은혼스러웠어요.그리고 예상대로 울어버렸습니다.
빌리 엘리어트,jjin****,10,내 인생영화  베스트중에 속한 명작
더 라이트: 악마는 있다,saku****,10,킬링타임으로 제격입니다!
미션 파서블,yyg2****,1,와 이거 영화 진짜 별론데 평점은 왜이리 높나요  안보는게 나아요
블랙 위도우,hamt****,10,"오랜만에 본 마블 영화, 충분히 즐겁게 보고 왔습니다."
