영화제목,아이디,평점,댓글
모가디슈,ibf5****,1,다큐맨터리냐 영화냐  9시뉴스 보는줄감동도 액션도 없는 소말리아내전중북한 한국 대사관 직원들 탈출영화인데많이많이 부족함
정글 크루즈,jisz****,10,두말 필요없고 무조건 봐라
방법: 재차의,namj****,10,한줄편: 몰입도 진짜 대박 오졌어요스릴러 못 보는편인데도 몇몇 장면들 빼고는 다 잘 봤어요! 부산행 보실 수 있는 분들이시면 충분히 보실 수 있는 영화라고 생각해요. 무엇보다도 몰입도가 대단했습니다. 입벌리고 봤어요ㅎㅎ 진짜 지루하단 생각할 틈이 없었고 너무 흥미진진했어용 ㅎ 같이 본 친구도 재밌대요. 장면장면 배경음이 넘 잘어울려서 더 몰입할 수 있었던거 같아요!
1987,tkdg****,10,이걸 이제 봤네요. 오랜만에 영화다운 영화를 본 것 같습니다.
정글 크루즈,hi_a****,10,감동주는 부분도 있고 시원해서 꿀잼
이도공간,its_****,10,외로움이 다른 외로움을 만나 아팠던 날들. 거대한 고독이 짐을 삼키키전에 함께해준 얀이 있어서 얼마나 다행인지. 배우 장국영의 연기는 결코 잊을 수 없는 명연기!
블랙 위도우,cand****,10,올해 최고의 영화!!!
모가디슈,slaz****,2,정말 대한민국 영화는 발전이 안되려나.. 개연성도 스토리도 억지감동 끼워넣긴 꼭 들어가는 제작비만 많이 투여된 B급 영화 한줄평으론 허준호님 담배 참 맛있게 피십니다 기억도 안난다 어제봤는데
학교 가는 길,assa****,4,장애인도 학교다녀야 한다. 이 말에 이의가 있는는 사람은 영화 내에서도 아무도 없었고 관람객에서도 없을 것이다. 하지만 특수학교 설립이 왜 한 지역에 편중되어야 하는걸까? 영화 내에서도 강서구엔 이미 특수학교가 있고 25%가 타지역에서 온다고 한다. 그럼 그 25%를 강서구 지역 내 학생으로만 충원하고 특수학교가 없는 타지역에 설립하는 것이 맞는 것 아닐까? 반대하는 사람들은 왜 계속해서 강서구여야만 하냐는 것이지 그 이상도 이하도 아님.
보스 베이비 2,hong****,4,재미 없었어요.그렇게는 추천하지 않아요.
CCTV,ppmm****,1,하...
모가디슈,rkda****,10,솔직히 예고편 보고 기대 하나도 안 했는데 너무 재미있습니다 보세요 꼭 보세요!!
모가디슈,minh****,10,"오랫만에 감동과 재미를 겸비한 영화였어요.스케일이 장대해서 제작비  많이 들었을 것 같아요.개봉날 고등학생 딸애와 같이 봤는데,  재미있다고 하면서도 마음 한구석이 불편했대요. 진전없는 남북관계와, 아프리카 내전으로 인한 민간인의 죽음에 대해 심각하게 생각하는 모습에서 좋은 교육이 된 것 같습니다."
모가디슈,gywl****,9,짱짱짱 안보신 분들 꼭 보러가보세요 스토리 대박임
정글 크루즈,vi4a****,10,역시 정글크루즈는 존잼이였어
정글 크루즈,k1h0****,8,뻔할수있지만 집중해서 끝까지 재밌게봤어요
모가디슈,jung****,10,짱 !! 짱 !!코로나땜에 영화도 잼없는것만 재탕 하더니만 정말 잼잇어요
블랙 위도우,dong****,9,"마블 제대로 안보던 사람이 봐도 재밌음당시 소련과 미국의 냉전 역사 살짝 아시는분이라면 캐릭터 배경 및 컨셉 설정에 대한 재미가 두배걸크러쉬 오지고 정치적 올바름이나 이상한 페미사상 이런것 전혀 묻지않고배우 그 자체와 영화 액션을 보여주어서 요새 간만에 볼만했습니다.추천드립니다.그리고 영화의 최대 빌런 꿈꾸던 그 사상은 아마 인류사에서 이루어질 수 없는 꿈, 변질되지 않은 마르크스 이전의 매우 순수했던 사회공산주의의 위대한 신세계와 같은 유토피아 세상을 이룩하려는 것 같습니다."
정글 크루즈,zz32****,8,즐겁게 웃으면서 봤어요 ㅋㅋ
더 웨이 홈,ooio****,10,동물을 사랑한다면 꼭 봐야할 영화
정글 크루즈,b3ez****,9,디즈니가 캐리비안의 해적 이후 이를 갈앗군 ㅋㅋ
모가디슈,seve****,10,이 영화를 보러 갈 때 정말 모가디슈에 대해 아무것도 모르고 갔는데 그렣게 봐도 정말 명작이라는 걸 바로 알 수 있었다. 정말 영웅이고 악역이고 할 것 없이 서로 조금의 득을 위해서라도 움직이는 참담한 광경 에 충격받았다.
모가디슈,wouj****,10,보기전에는 지루한영화일거라고 생각했는데 보고난후에는 보길잘했 생각이드는 영화
모가디슈,minc****,10,오랜만에 괜찮은영호ㅓ
런던 해즈 폴른,fait****,6,총 싸움으로 난립
블랙 위도우,mini****,10,"마블 특유의 가벼운 영화도 좋지만 이런 웰메이드 영화.. 극장에서 많이 울었어요 너무 좋은 영화.. 올해 본 영화 중 영상, 스토리, 연기 어느 하나 빠지는 것 없는 최고의 영화네요"
정글 크루즈,w2hi****,10,진짜 재밌게 봤는데 재미없다구 하는 사람들 뭐임? ㅋㅋ
정글 크루즈,sinn****,10,솔직히 개재밌음ㅋㅋㅋ
정글 크루즈,mdj7****,8,개인적으로는 재밌게봤습니다.30세 남성입니다
모가디슈,dldy****,10,구교환은 엔딩이 반도네
모가디슈,soko****,10,이주현 평론가. 주인공들은 군인도 아닌 외교관이고 전쟁영화도 아닌데 <블랙 호크 다운>을 기대했다는게 말인지 똥인지... 그러고도 평론갑니까.
방법: 재차의,acti****,2,유치하고 지루했다 한국영화 실력이 이따구라는게 가슴아파서 0.5점 올려서 줬다 ... 그냥 영화 내려라 이영화가 8.5인것 보고 알바가 진짜 있음을 확신했다 속지말고 돈 아껴라
인 더 하이츠,www2****,6,라티노들 빼면 그닥.. 의미만 좋은듯
시암,nimu****,6,Siam Square
정글 크루즈,jtyy****,9,매력이 넘치고 코믹하다 생각없이 보면서 웃을수 있다 추천한다
정글 크루즈,dmsg****,1,너무 유치함 아이들이 보기 딱 좋은 영화인듯
정글 크루즈,kpza****,8,이 정도면 꽤 괜찮은 오락영화죠
모가디슈,newc****,2,진짜 최악 영화.다 주윤발이야 모야ㅋㅋ아무리 총 영점을 안했다해두.군인이건 반란군이건ㅋㅋㅋ억지 평화 억지 스토리ㅋㅋㅋ주진우 김제동 노홍철 김어준 친구답다.류승완감독ㅋㅋ
모가디슈,hhji****,10,갓인성님 간만에 시계 안 본 영화입니다
모가디슈,jbai****,2,"이 나라는 북한, 민주화, 조폭 빼면 감독들이 만들 수 있는 영화 자체가 별로 없음, 스크린 쿼터제 폐지시키고 외국 예술영화들 대거 유입시켜서 자연도태 시키는 게 맞음..언제까지 근현대사 감성 팔이로 연명할래..? 이런 영화 대표 주자 배우 정우성, 조인성...또 이런 영화들이 거대 영화사랑 톱스타 마케팅으로 제휴는 잘맺어서 상영관 수도 많지...게이 영화들 내놓는 김조광수 영화가 이런 뽕팔이 감성팔이 영화보다 차라리 나아 보일 지경, -_- 스크린쿼터제는 정말 폐지돼야"
정글 크루즈,sae0****,10,기대 안했는데 몰입도도 좋고 과거 정글 어드벤처? 이런영화들도 너무 재미있게 봤는데 또다른 매력이 있는듯
은밀하게 위대하게,hope****,10,김수현 연기 너무 좋았어요. 통장 장면 가슴이 아픕니다.
새콤달콤,yung****,10,감독님연출&배우님들연기& 반전스토리  모두 모두 좋았어요 현실적인 내용이라 가슴에 많이 와닿았습니다...마지막으로 장기용짱~!!
스터 오브 에코,soni****,6,아직 최면요법에 대한 인식이 부족할때 만든 영화여서인지 서로 관련없는 현상을 짬뽕시켜놓은 느낌
랑종,acti****,10,방법이 8.5다 알바색기들ㅋㅋ방법 흥행시킬려고 알바 푼거였네..  몽땅 잡아서 구덩이 판다음 집어넣고 죽창으로 확.... 방법 보다가 졸려워서 나왔는데 이 영화는 6점대 ㅋㅋ누가봐도 이 영화는 방법에 비하면 걸작이다 알바색기들이 정직하게 평점올린사람을 오히려 알바취급하는 신종 사기를 치네
스테이션 7,1711****,10,러시아영화는 별로라 생각했던 선입견을 바꾼영화 그래비티와 견주어도 손색없는 띵작
블랙 위도우,gurr****,9,솔직히 마블 시리즈 팬이 아닌 그냥 일반 사람이 봐도 재밌음
리얼 스틸,eowl****,10,부자 관계의 회복 그리고 마지막 섀도우 복싱을 통해 자길위해 싸워주길 바랬던 아들을 위해 싸우는 감동 거기에 더해진 경쾌한 타격감까지 10년이 지났어도 역시 최고의 영화
방법: 재차의,sayo****,9,기대를 안하고 봐서 그런가 나름 재미있었음.근데 퀄리티는 영화 보단 드라마에 가깝고 무섭거나 그러지는 않음 가끔 놀랄만한 장면 두어개 있음
바디 오브 라이즈,you4****,10,마크스트롱이 ㅈㄴ 멋있음
정글 크루즈,dpdb****,9,꾸르잼 시간가는줄 모르고 봤네요 ㅎ
방법: 재차의,char****,9,모가디수보다 재미남 기대안하고봤는데 강추
크루엘라,dkse****,10,연기때문에 더 몰입해서 볼 수 있었고 ost가 장면에 알맞게 되어 있어서 재밌게 봤어요. 진짜 인생영화라고 해도 맞는 듯꼭 보세요!!
콰이어트 플레이스 2,xogh****,10,와 연출 ㅈ된다 소름돋음
정글 크루즈,lala****,10,간만에 너무 괜찮은 영화특히 영상미가 오진다..
보스 베이비 2,kb41****,1,보스베이비 1편 보고 궁금해서 봤는데 이건 아니지;; 진짜 재미없다. 정신 없고 산만하고 재미도 없음 1편이 그립다. 시간이 지났는데 발전이 없고 후퇴만 있네. 진짜 실망이다.
모가디슈,dlek****,10,좋은 영화 좋은 연기 입니다
빛나는 순간,dofe****,9,"나이가 먹는다는 건 꿈이나 희망, 사랑이 소멸되는 것이 아니라는 것을 느끼게 해주었다. 나이가 들수록 마음은 무미건조해지며 몸은 뻣뻣해지는 것을 당연한 것으로 생각했는데 촉촉한 마음과 유연한 몸을 유지할 수 있다는 희망이 좋았다. 격정적으로 타오르는 철없던 시절의 사랑이 아니라 모닥불처럼 잔잔한 그러나 따뜻함을 주는 사랑이라면 죽는 그 순간까지도 OK다~ ㅎㅎ"
정글 크루즈,heew****,10,너무 재미있게 잘봤어요~기대이상이였어요
정글 크루즈,o4ne****,9,캐릭터의 짜임새도 점수를 높게 주고 싶고 편하게 볼 수 있었당
모가디슈,vcbg****,10,조인성 배우를 극장에서 오랜만에 봐서 넘 좋앗네여 ㅎㅎ
내겐 너무 소중한 너,sksa****,10,아이의 초반 연기에서부터 전율이 왔습니다.보는 내내 가슴이 먹먹했습니다.
스파이럴,kpjd****,6,기존 쏘우 시리즈에 비해 아쉬웠지만 볼만 했어요.
모가디슈,oije****,9,군더더기없이 괜찮은 영화
크루엘라,kims****,1,이딴게 재밌냐?ㅋㅋㅋㅋ
나만 보이니,danm****,4,스토리 재미없고 아이돌이랑 외모되는 애들 가지고 연애스토리나 찍었음 더 낳을뻔
모가디슈,ytwo****,4,저만 졸린가요?  ㅜㅜ 거의 졸고 나와서 스토리를 모르겠어여ㅠ
모가디슈,au0o****,10,구교환 팬은 무조건 봐야할듯 이 영화에서 진짜 구교환 미쳤음... 스크린으로 안보면 유죄야
모가디슈,metr****,10,"참 오랫만에 깊이있는 영화 한편이라 반가웠는데, 실화라니 놀랍네요. 허준호처럼 선 굵은 연기자가 많았으면 좋겠어요."
정글 크루즈,gdoq****,10,역시 기대를 저버리지 않았던 디즈니 영화
어둠의 표적,rlat****,10,여러가지를 곱씹게 하는 명작. 처음부터 끝까지 몰입하게 만든다.
마녀 배달부 키키,vudw****,7,킬링타임으로 볼만한 따뜻해 지는 영화.
정글 크루즈,anti****,10,대존잼드웨인 존슨 외엔 별 기대없이 봤는데대존잼이었음 ㅋㅋ아재개그 개웃겼음 ㅋㅋ
랑종,nam4****,10,저는 굉장히 재밌게봤어요. 마지막즈음 나오는 것들은 조금 더 개처럼 표현했으면좋았을거같다는 아쉬움이 살짝 있지만 전체적으로 굉장히 재밌게 봤습니다.영화의 짜임새가 좋네요
킬러의 보디가드 2,love****,10,꿈보다 해몽
정글 크루즈,lbfr****,8,정글크루즈 꿀잼인뎅?
모가디슈,dffk****,10,기대이상으로 좋았던 영화:)
정글 크루즈,leem****,10,엄청 재미있게 봤다 구성도 좋고 지루하지도 않다
어벤져스: 인피니티 워,yang****,10,완전 꿀잼 아이언맨 간지 오진다
모가디슈,misu****,10,올해본 영화중에 최고! 가슴이 먹먹해지는 영화.. 조인성 보러 갔다가 허준호한테 반했음
워크래프트: 전쟁의 서막,zhhq****,10,워크래프트 원작을  잘살린 수작입니다 굿굿
골!,kore****,10,갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼갸꿀잼
모가디슈,ti4i****,10,허준호 그냥 대사 하나하나 카리스마 개쩜 눈빛도 진짜...말이 필요없음...
모가디슈,uoqv****,9,조인성 스크린에서 오랜만에 보는거 같은데 역시 배우는 배우네
정글 크루즈,eiml****,10,충분히 볼 가치가 있는 영화 가족끼리 보기에는 퍼펙트!
솔로몬 가족은 외계인,yaso****,10,외계인의 시각으로 바라보는 지구인들의 우스꽝스러운 삶의 모습들. 배꼽 빠지는 유머 속 수준 높은 풍자가 가득하다. 하버드 출신의 악역 전문 존 리스고우의 코믹연기는 일품이다. <Seinfeld>와 함께 90년대 최고의 시트콤.
모가디슈,chri****,6,북한과의 이야기보다 우리나라 자체의 이야기에 좀 더 집중했으면 내용도 풍부하고 더 재미있었을 것 같다
정글 크루즈,yoqi****,9,오오 재밌는 영화!!
모가디슈,sysa****,2,"아 진짜 또 북한이야..요즘 들어서 북한 미화 된 영화, 드라마가많던데  이런 영화 인줄 알았음 안봤다.자꾸 이런거 보여줘도 안  넘어가.북한은 주적이고  난 공산당이 싫어. 출연한 배우 감독도 이젠 믿고 거른다."
모가디슈,0202****,10,재미와 감동이 담긴 한국 영화 꼭 보세요.시간이 순식간에 지나갔어요.
정글 크루즈,soda****,10,이건 4dx로 봐야되요
방법: 재차의,nam4****,2,너무 재미가 없었습니다.. 죄송합니다드라마를 봤던사람은 또 어떤 느낌이었는지 모르겠네요..
분노의 질주: 더 얼티메이트,hoon****,1,실망 가면 갈수록 첩보영화가 되는군...
모가디슈,kang****,10,스토리 탄탄함 코로나 없었으면 초대박이였을 영화
모가디슈,luxu****,10,
레드 닷,qncj****,8,평이 왜이럼 난 재밌게봤는데 나름반전도있고 볼만함ㅋㅋ
모가디슈,sjy1****,10,신파없이 연기 좋고 볼만함
모가디슈,nshz****,10,너무재밌게 봤습니다!!!!
아이스 로드,pizz****,10,리암니슨 광팬이라 영화나오면 무조건 보는데역시나 이번영화도 말이 필요 없네요 너무 재밌고 최고에요! ㅠㅠ 두시간 넘는 시간이 정말 지루함 전혀없이 순식간에 지나갔어요 진짜 첨부터 끝까지 흥미진진 재밌어요.! 더운여름에 딱 어울리는 시원한 영화인거 같아요 ! 리암니슨 사랑합니다건강하게 오래오래 영화찍어주세요
